date,open,close,high,low,pct_change,volume
2016-03-01,26.450000762939453,26.829999923706055,26.93000030517578,26.239999771118164,0.0,25245400
2016-03-02,26.799999237060547,26.899999618530273,26.90999984741211,26.600000381469727,0.0026090083870022474,19020100
2016-03-03,26.950000762939453,26.8700008392334,26.969999313354492,26.59000015258789,-0.001115196272204038,18999800
2016-03-04,26.920000076293945,26.799999237060547,26.959999084472656,26.670000076293945,-0.002605195384684949,19429900
2016-03-07,26.579999923706055,27.139999389648438,27.18000030517578,26.329999923706055,0.012686573218917084,21500100
2016-03-08,26.969999313354492,27.049999237060547,27.299999237060547,26.690000534057617,-0.0033161442377267663,23821300
2016-03-09,27.239999771118164,27.610000610351562,27.799999237060547,27.1200008392334,0.02070245431000868,38890200
2016-03-10,27.760000228881836,27.3799991607666,27.979999542236328,27.030000686645508,-0.0083303674212426,33200600
2016-03-11,27.81999969482422,27.860000610351562,27.90999984741211,27.670000076293945,0.01753109803862834,21873100
2016-03-14,27.81999969482422,27.700000762939453,27.860000610351562,27.600000381469727,-0.005742995115106365,18291700
2016-03-15,27.479999542236328,27.65999984741211,27.690000534057617,27.450000762939453,-0.0014440763330541857,16917200
2016-03-16,27.520000457763672,27.8799991607666,27.950000762939453,27.510000228881836,0.007953699008247663,19087800
2016-03-17,27.920000076293945,28.190000534057617,28.440000534057617,27.8700008392334,0.011119131370967074,28501900
2016-03-18,28.229999542236328,28.329999923706055,28.3799991607666,27.969999313354492,0.004966278360984701,43132400
2016-03-21,28.100000381469727,28.190000534057617,28.350000381469727,28.040000915527344,-0.004941736322818992,23799200
2016-03-22,28.200000762939453,28.280000686645508,28.3799991607666,27.899999618530273,0.0031926268493382027,23599300
2016-03-23,28.260000228881836,27.829999923706055,28.280000686645508,27.729999542236328,-0.015912332107967532,19217500
2016-03-24,27.770000457763672,27.959999084472656,28.010000228881836,27.59000015258789,0.004671187967049404,15871900
2016-03-28,27.989999771118164,27.899999618530273,28.030000686645508,27.790000915527344,-0.002145903716273832,12785900
2016-03-29,27.8700008392334,28.100000381469727,28.190000534057617,27.690000534057617,0.0071684862248750396,17095500
2016-03-30,28.34000015258789,28.459999084472656,28.68000030517578,28.260000228881836,0.012811341569956966,19390200
2016-03-31,28.530000686645508,28.469999313354492,28.670000076293945,28.350000381469727,0.0003513783978753503,18377600
2016-04-01,28.299999237060547,28.690000534057617,28.700000762939453,28.1200008392334,0.007727475448161619,23026400
2016-04-04,28.3700008392334,28.139999389648438,28.40999984741211,28.010000228881836,-0.019170482194877575,17890000
2016-04-05,27.639999389648438,27.579999923706055,27.829999923706055,27.459999084472656,-0.019900478965482277,24245700
2016-04-06,27.700000762939453,28.0,28.040000915527344,27.6200008392334,0.015228429204343084,20250800
2016-04-07,27.899999618530273,27.600000381469727,27.899999618530273,27.530000686645508,-0.01428570066179548,17016800
2016-04-08,27.709999084472656,27.690000534057617,27.950000762939453,27.579999923706055,0.0032608750486944026,14495600
2016-04-11,27.8799991607666,27.6200008392334,28.18000030517578,27.610000610351562,-0.0025279773735692734,18762900
2016-04-12,27.139999389648438,27.639999389648438,27.65999984741211,26.950000762939453,0.0007240604564584846,27283200
2016-04-13,27.959999084472656,28.229999542236328,28.280000686645508,27.719999313354492,0.021345881534601402,25433300
2016-04-14,28.3799991607666,28.25,28.399999618530273,28.100000381469727,0.000708482397732532,15036700
2016-04-15,28.100000381469727,27.899999618530273,28.1299991607666,27.729999542236328,-0.012389394034326604,23804400
2016-04-18,27.899999618530273,28.190000534057617,28.25,27.799999237060547,0.010394298189693686,15742200
2016-04-19,28.329999923706055,28.329999923706055,28.440000534057617,28.200000762939453,0.004966278360984701,20307700
2016-04-20,28.399999618530273,28.440000534057617,28.68000030517578,28.260000228881836,0.0038828312971337458,19937800
2016-04-21,28.420000076293945,28.239999771118164,28.510000228881836,28.15999984741211,-0.007032375498725718,17339900
2016-04-22,28.299999237060547,28.149999618530273,28.549999237060547,28.06999969482422,-0.003186974267610876,23147600
2016-04-25,28.110000610351562,28.229999542236328,28.280000686645508,27.979999542236328,0.002841915623096251,16434800
2016-04-26,28.270000457763672,28.450000762939453,28.489999771118164,28.219999313354492,0.007793171245857445,18151500
2016-04-27,28.440000534057617,28.639999389648438,28.649999618530273,28.309999465942383,0.00667833467886887,20931000
2016-04-28,28.450000762939453,27.959999084472656,28.59000015258789,27.790000915527344,-0.02374302792134691,29616200
2016-04-29,27.719999313354492,27.489999771118164,27.829999923706055,27.139999389648438,-0.01680970417540186,33890100
2016-05-02,27.479999542236328,27.3700008392334,27.520000457763672,27.200000762939453,-0.004365184899377125,27361700
2016-05-03,27.15999984741211,26.860000610351562,27.190000534057617,26.610000610351562,-0.018633548163826816,35319600
2016-05-04,26.799999237060547,26.440000534057617,26.81999969482422,26.280000686645508,-0.015636636885707354,32850800
2016-05-05,26.459999084472656,26.209999084472656,26.56999969482422,26.209999084472656,-0.008698995648229806,23082200
2016-05-06,26.190000534057617,26.530000686645508,26.540000915527344,25.809999465942383,0.012209142058399656,25625300
2016-05-09,26.520000457763672,26.510000228881836,26.68000030517578,26.389999389648438,-0.0007538807857528466,16990400
2016-05-10,26.670000076293945,27.030000686645508,27.100000381469727,26.510000228881836,0.019615256630482684,22629200
2016-05-11,27.09000015258789,26.700000762939453,27.110000610351562,26.68000030517578,-0.012208653915021728,19326100
2016-05-12,26.809999465942383,26.670000076293945,26.809999465942383,26.40999984741211,-0.0011236211905712688,19681900
2016-05-13,26.549999237060547,26.530000686645508,26.889999389648438,26.459999084472656,-0.005249320931681518,20865100
2016-05-16,26.56999969482422,26.969999313354492,27.1200008392334,26.559999465942383,0.016584945922389963,20885900
2016-05-17,26.899999618530273,26.649999618530273,27.059999465942383,26.549999237060547,-0.011865024211022777,25921300
2016-05-18,26.610000610351562,26.719999313354492,26.959999084472656,26.489999771118164,0.002626630237380813,32345500
2016-05-19,27.989999771118164,27.56999969482422,28.290000915527344,27.399999618530273,0.03181139233955375,50174600
2016-05-20,27.6299991607666,27.969999313354492,28.149999618530273,27.6200008392334,0.01450851008189769,32703000
2016-05-23,27.780000686645508,27.940000534057617,28.25,27.780000686645508,-0.001072534144916902,19746800
2016-05-24,28.010000228881836,28.469999313354492,28.579999923706055,28.010000228881836,0.018969175703874096,26514800
2016-05-25,28.579999923706055,28.920000076293945,29.0,28.520000457763672,0.01580613887575228,25696800
2016-05-26,28.860000610351562,28.899999618530273,29.040000915527344,28.799999237060547,-0.000691578759021736,19288100
2016-05-27,28.950000762939453,28.920000076293945,29.040000915527344,28.790000915527344,0.000692057371199682,16673300
2016-05-31,28.799999237060547,29.049999237060547,29.079999923706055,28.760000228881836,0.004495130028480303,28606300
2016-06-01,28.84000015258789,28.899999618530273,29.040000915527344,28.799999237060547,-0.005163498191728397,22268700
2016-06-02,28.979999542236328,29.079999923706055,29.149999618530273,28.920000076293945,0.0062283843443502185,19503100
2016-06-03,29.1299991607666,29.1299991607666,29.209999084472656,28.899999618530273,0.001719368541668648,18677700
2016-06-06,29.06999969482422,29.100000381469727,29.40999984741211,29.059999465942383,-0.0010298242417143117,16167100
2016-06-07,28.899999618530273,29.06999969482422,29.350000381469727,28.81999969482422,-0.0010309514176024418,21566600
2016-06-08,29.09000015258789,29.139999389648438,29.270000457763672,29.059999465942383,0.002407970263470002,17772900
2016-06-09,28.969999313354492,29.139999389648438,29.190000534057617,28.829999923706055,0.0,18349900
2016-06-10,28.790000915527344,29.030000686645508,29.030000686645508,28.770000457763672,-0.0037748354600860125,18244200
2016-06-13,28.969999313354492,28.84000015258789,29.190000534057617,28.81999969482422,-0.006544971738323863,17182000
2016-06-14,28.65999984741211,28.959999084472656,29.0,28.6299991607666,0.0041608505981231,19279700
2016-06-15,28.489999771118164,28.649999618530273,28.860000610351562,28.40999984741211,-0.010704401786690448,30738600
